,street_number,street_name,states,formed,removed,length_(mi),length_(km),southern_or_western_terminus,northern_or_eastern_terminus,wiki_link,wiki_id,coordinates_name,icon_name,notes
84,US 83,U.S. Route 83,"['Texas', 'Oklahoma', 'Kansas', 'Nebraska', 'South Dakota', 'North Dakota']",1926.0,,1894.0,3048.0,"Mexican border at Brownsville, TX","Canadian border near Westhope, ND",https://en.wikipedia.org/wiki/U.S._Route_83,Q410689,u.s._route_83,u.s._route_83,
85,US 84,U.S. Route 84,"['Colorado', 'New Mexico', 'Texas', 'Louisiana', 'Mississippi', 'Alabama', 'Georgia']",1926.0,,1919.0,3088.0,"US 160 in Pagosa Springs, CO","I-95/GA 405 east of Midway, GA",https://en.wikipedia.org/wiki/U.S._Route_84,Q410700,u.s._route_84,u.s._route_84,
86,US 85,U.S. Route 85,"['Texas', 'New Mexico', 'Colorado', 'Wyoming', 'South Dakota', 'North Dakota']",1926.0,,1479.0,2380.0,"US 62 in El Paso, TX","Canadian border at Fortuna, ND",https://en.wikipedia.org/wiki/U.S._Route_85,Q410716,u.s._route_85,u.s._route_85,
87,US 87,U.S. Route 87,"['Texas', 'New Mexico', 'Colorado', 'Wyoming', 'Montana']",1926.0,,1998.0,3215.0,"SH 238 in Port Lavaca, TX","US 2 west of Havre, MT",https://en.wikipedia.org/wiki/U.S._Route_87,Q410730,u.s._route_87,u.s._route_87,Concurrent and unsigned with I-25 through all of Colorado and part of New Mexico
88,US 89,U.S. Route 89,"['Arizona', 'Utah', 'Idaho', 'Wyoming', 'Montana']",1926.0,,1247.0,2007.0,"US 180 in Flagstaff, AZYellowstone National Park, MT near Gardiner, MT","Yellowstone National Park, WYCanadian border near Babb, MT",https://en.wikipedia.org/wiki/U.S._Route_89,Q410743,u.s._route_89,u.s._route_89,Segments connected by road through Yellowstone National Park
89,US 90,U.S. Route 90,"['Texas', 'Louisiana', 'Mississippi', 'Alabama', 'Florida']",1926.0,,1633.0,2628.0,"I-10 in Van Horn, TX","SR A1A in Jacksonville Beach, FL",https://en.wikipedia.org/wiki/U.S._Route_90,Q410756,u.s._route_90,u.s._route_90,Follows the Gulf Coast of the US
90,US 91,U.S. Route 91,"['Utah', 'Idaho']",1926.0,,163.0,262.0,"I-15, I-84 in Brigham City, UT","US 26 southwest of Idaho Falls, ID",https://en.wikipedia.org/wiki/U.S._Route_91,Q410767,u.s._route_91,u.s._route_91,
91,US 92,U.S. Route 92,['Florida'],1926.0,,177.0,285.0,"I-175, I-375, SR 687 in St. Petersburg, FL","SR A1A in Daytona Beach, FL",https://en.wikipedia.org/wiki/U.S._Route_92,Q410779,u.s._route_92,u.s._route_92,"Intrastate, Florida only"
92,US 93,U.S. Route 93,"['Arizona', 'Nevada', 'Idaho', 'Montana']",1926.0,,1346.0,2166.0,"US 60 in Wickenburg, AZ","Canadian border at Eureka, MT",https://en.wikipedia.org/wiki/U.S._Route_93,Q410790,u.s._route_93,u.s._route_93,
93,US 94,U.S. Route 94,['Florida'],1926.0,1949.0,110.0,180.0,"Naples, FL","Miami, FL",https://en.wikipedia.org/wiki/U.S._Route_94,Q410801,u.s._route_94,u.s._route_94,"Intrastate, Florida only; replaced by US 41"
94,US 95,U.S. Route 95,"['Arizona', 'California', 'Nevada', 'Oregon', 'Idaho']",1926.0,,1574.0,2533.0,"Mexican border at San Luis, AZ","Canadian border at Eastport, ID",https://en.wikipedia.org/wiki/U.S._Route_95,Q410826,u.s._route_95,u.s._route_95,
95,US 96,U.S. Route 96,['Texas'],1939.0,,170.0,270.0,"US 69/US 287/TX 87 in Port Arthur, TX","US 59, US 84 in Tenaha, TX",https://en.wikipedia.org/wiki/U.S._Route_96,Q410837,u.s._route_96,u.s._route_96,"Intrastate, Texas only"
96,US 96,U.S. Route 96 (1926),['Texas'],1926.0,1939.0,403.0,649.0,"Laredo, TX","Houston, TX",https://en.wikipedia.org/wiki/U.S._Route_96_(1926),Q2505525,u.s._route_96_(1926),u.s._route_96_(1926),"Intrastate, Texas only; replaced by US 59"
97,US 97,U.S. Route 97,"['California', 'Oregon', 'Washington']",1926.0,,663.0,1067.0,"I-5 in Weed, CA","Canadian border near Osoyoos, BC",https://en.wikipedia.org/wiki/U.S._Route_97,Q410849,u.s._route_97,u.s._route_97,
98,US 98,U.S. Route 98,"['Mississippi', 'Alabama', 'Florida']",1933.0,,939.0,1511.0,"US 61, US 84, US 425 in Natchez, MS","US 1 in West Palm Beach, FL",https://en.wikipedia.org/wiki/U.S._Route_98,Q410861,u.s._route_98,u.s._route_98,"Mississippi records indicate the western end is at US 84 in Bude, although there are US 98 shields as far west as Natchez. Florida signs US 98 east of US 1, ending at SR A1A."
99,US 99,U.S. Route 99,"['California', 'Oregon', 'Washington']",1926.0,1972.0,1600.0,2600.0,"Mexican border at Calexico, CA","Canadian border at Blaine, WA",https://en.wikipedia.org/wiki/U.S._Route_99,Q410877,,u.s._route_99,Replaced by I-5 and SR 99
100,US 101,U.S. Route 101,"['California', 'Oregon', 'Washington']",1926.0,,1519.0,2445.0,"I-5 in Los Angeles, CA","I-5 in Tumwater, WA",https://en.wikipedia.org/wiki/U.S._Route_101,Q410892,u.s._route_101,u.s._route_101,Follows the West Coast of the United States
101,US 102,U.S. Route 102,"['Wisconsin', 'Michigan']",1926.0,1928.0,36.0,58.0,"US 2 in Crystal Falls, MI","US 41 in Covington, MI",https://en.wikipedia.org/wiki/U.S._Route_102,Q839227,u.s._route_102,u.s._route_102,"Intrastate, Michigan only; first US Highway designation to be decommissioned; replaced by US 141"
102,US 104,U.S. Route 104,['New York'],1934.0,1971.0,167.0,269.0,"Niagara Falls, NY","East of Mexico, NY",https://en.wikipedia.org/wiki/U.S._Route_104,Q2486216,u.s._route_104,u.s._route_104,"Intrastate, New York only; redesignated NY 104"
103,US 106,U.S. Route 106,['Pennsylvania'],1926.0,1973.0,95.0,153.0,"Wyalusing, PA","Narrowsburg, NY",https://en.wikipedia.org/wiki/U.S._Route_106,Q1116101,u.s._route_106,u.s._route_106,Redesignated PA 106
104,US 109,U.S. Route 109,['New York'],1926.0,,214.0,344.0,"New York, NY","Glens Falls, NY",https://en.wikipedia.org/wiki/U.S._Route_109,Q2487028,u.s._route_109,u.s._route_109,"Intrastate, New York only; replaced by US 9; not in revised numbering plan"
105,US 110,U.S. Route 110,['Wisconsin'],1926.0,1938.0,40.0,64.0,"Oshkosh, WI","Fremont, WI",https://en.wikipedia.org/wiki/U.S._Route_110,Q839367,,u.s._route_110,"Intrastate, Wisconsin only; redesignated WIS 110"
106,US 111,U.S. Route 111,"['Maryland', 'Pennsylvania']",1926.0,1963.0,254.0,409.0,"Baltimore, MD","Lemoyne, PA",https://en.wikipedia.org/wiki/U.S._Route_111,Q935101,u.s._route_111,u.s._route_111,Replaced by I-83 and MD 45
107,US 112,U.S. Route 112,['Michigan'],1926.0,1961.0,207.0,333.0,"US 12 in New Buffalo, MI","US 10, US 12, US 16, US 25 in Detroit, MI",https://en.wikipedia.org/wiki/U.S._Route_112,Q2351189,u.s._route_112,u.s._route_112,Replaced by US 12
108,US 113,U.S. Route 113,"['Maryland', 'Delaware']",1926.0,,73.0,117.0,"US 13 in Pocomoke City, MD","DE 1 in Milford, DE",https://en.wikipedia.org/wiki/U.S._Route_113,Q452775,u.s._route_113,u.s._route_113,
109,US 116,U.S. Route 116,"['Wyoming', 'South Dakota', 'Minnesota', 'Wisconsin', 'Illinois']",1926.0,1934.0,158.0,254.0,"Cody, WY","Ucross, WY",https://en.wikipedia.org/wiki/U.S._Route_116,Q407638,u.s._route_116,u.s._route_116,Replaced by US 14 and US 14A
110,US 117,U.S. Route 117,['North Carolina'],1932.0,,114.0,183.0,"Port of Wilmington at Wilmington, NC","I-95, US 264 west of Wilson, NC",https://en.wikipedia.org/wiki/U.S._Route_117,Q4296818,u.s._route_117,u.s._route_117,"Intrastate, North Carolina only"
111,US 117,U.S. Route 117 (1926),['North Carolina'],1926.0,1932.0,159.0,256.0,"Norlina, NC","Virginia Beach, VA",https://en.wikipedia.org/wiki/U.S._Route_117_(1926),Q4816770,u.s._route_117_(1926),u.s._route_117_(1926),Replaced by US 58 and US 158
112,US 118,U.S. Route 118,"['Iowa', 'Wisconsin']",1926.0,1937.0,35.0,56.0,"Dickeyville, WI","Dodgeville, WI",https://en.wikipedia.org/wiki/U.S._Route_118,Q839240,u.s._route_118,u.s._route_118,"Intrastate, Wisconsin only; replaced by US 151"
113,US 119,U.S. Route 119,"['Kentucky', 'West Virginia', 'Pennsylvania']",1926.0,,585.0,941.0,"US 25E in Pineville, KY","US 219 south of DuBois, PA",https://en.wikipedia.org/wiki/U.S._Route_119,Q4120301,u.s._route_119,u.s._route_119,
114,US 120,U.S. Route 120 in Pennsylvania,['Pennsylvania'],1926.0,1967.0,447.0,719.0,"Erie, PA","Philadelphia, PA",https://en.wikipedia.org/wiki/U.S._Route_120_in_Pennsylvania,Q1116444,u.s._route_120_in_pennsylvania,u.s._route_120_in_pennsylvania,"Intrastate, Pennsylvania only; redesignated PA 120"
115,US 121,U.S. Route 121,"['Virginia', 'West Virginia']",,,112.0,180.0,"US 23 in Pound, VA","I-64, I-77 in Beckley, WV",https://en.wikipedia.org/wiki/U.S._Route_121,Q4120311,u.s._route_121,u.s._route_121,"Proposed highway; short, completed portion in West Virginia currently signed WV 121"
116,US 121,U.S. Route 121 (1926),"['North Dakota', 'Minnesota', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'West Virginia', 'Kentucky', 'Virginia', 'North Carolina', 'South Carolina']",1926.0,1934.0,107.0,172.0,"Lexington, NC","Max Meadows, VA",https://en.wikipedia.org/wiki/U.S._Route_121_(1926),Q409832,u.s._route_121_(1926),u.s._route_121_(1926),Replaced by US 52
117,US 122,U.S. Route 122 (1926),"['Delaware', 'Pennsylvania', 'New Jersey', 'New York', 'Connecticut', 'Massachusetts', 'New Hampshire', 'Maine']",1926.0,1934.0,165.0,266.0,"Haverstraw, NY","Wilmington, DE",https://en.wikipedia.org/wiki/U.S._Route_122_(1926),Q2436504,u.s._route_122_(1926),u.s._route_122_(1926),Replaced by US 202
118,US 122,U.S. Route 122 (1935%E2%80%931963),['Pennsylvania'],1935.0,1963.0,128.0,206.0,"Oxford, PA","Northumberland, PA",https://en.wikipedia.org/wiki/U.S._Route_122_(1935%E2%80%931963),Q96411784,,u.s._route_122_(1935%e2%80%931963),"Intrastate, Pennsylvania only; redesignated PA 61"
119,US 123,U.S. Route 123,"['Georgia', 'South Carolina']",1937.0,,75.0,121.0,"US 23/US 441/SR 365 west of Toccoa, GA","I-385 in Greenville, SC",https://en.wikipedia.org/wiki/U.S._Route_123,Q4296836,u.s._route_123,u.s._route_123,
120,US 123,U.S. Route 123 (1930s),"['Kentucky', 'West Virginia', 'Pennsylvania']",1930.0,1934.0,96.0,154.0,"Jenkins, KY","Middlesboro, KY",https://en.wikipedia.org/wiki/U.S._Route_123_(1930s),Q4120301,u.s._route_123_(1930s),u.s._route_123_(1930s),"Intrastate, Kentucky only; replaced by US 119"
121,US 124,U.S. Route 124,['Illinois'],1926.0,1938.0,80.0,130.0,"Biggsville, IL","Peoria, IL",https://en.wikipedia.org/wiki/U.S._Route_124,Q1035085,u.s._route_124,u.s._route_124,Redesignated IL 116
122,US 126,U.S. Route 126,['Oregon'],1952.0,1972.0,131.0,211.0,"Eugene, OR","Prineville, OR",https://en.wikipedia.org/wiki/U.S._Route_126,Q2454946,u.s._route_126,u.s._route_126,Redesignated OR 126
123,US 127,U.S. Route 127,"['Tennessee', 'Kentucky', 'Ohio', 'Michigan']",1926.0,,758.0,1220.0,"US 11, US 64, US 72 in Chattanooga, TN","I-75 south of Grayling, MI",https://en.wikipedia.org/wiki/U.S._Route_127,Q2493039,u.s._route_127,u.s._route_127,Tennessee signs the southern end at US 27 north of Chattanooga
124,US 129,U.S. Route 129,"['Florida', 'Georgia', 'North Carolina', 'Tennessee']",1926.0,,582.0,937.0,"US 19, US 27 Alt., US 98 in Chiefland, FL","I-40 in Knoxville, TN",https://en.wikipedia.org/wiki/U.S._Route_129,Q4816685,u.s._route_129,u.s._route_129,
125,US 130,U.S. Route 130,['New Jersey'],1926.0,,83.0,134.0,"I-295, US 40 southwest of Penns Grove, NJ","US 1 southwest of New Brunswick, NJ",https://en.wikipedia.org/wiki/U.S._Route_130,Q811453,u.s._route_130,u.s._route_130,"Intrastate, New Jersey only"
126,US 131,U.S. Route 131,"['Indiana', 'Michigan']",1926.0,,271.0,436.0,"I-80, I-90 north of Middlebury, IN","US 31 in Petoskey, MI",https://en.wikipedia.org/wiki/U.S._Route_131,Q440540,u.s._route_131,u.s._route_131,
127,US 136,U.S. Route 136,"['Nebraska', 'Missouri', 'Iowa', 'Illinois', 'Indiana']",1951.0,,744.0,1197.0,"US 6, US 34 north of Edison, NE","I-465/I-74 west of Indianapolis, IN",https://en.wikipedia.org/wiki/U.S._Route_136,Q2395580,u.s._route_136,u.s._route_136,Formerly continued into Indianapolis to end at US 421
128,US 138,U.S. Route 138,"['Colorado', 'Nebraska']",1926.0,,72.0,116.0,"US 6 in Sterling, CO","US 30 north of Big Springs, NE",https://en.wikipedia.org/wiki/U.S._Route_138,Q2139447,u.s._route_138,u.s._route_138,
129,US 140,U.S. Route 140,"['Maryland', 'Pennsylvania']",1926.0,1980.0,54.0,87.0,"Gettysburg, PA","Baltimore, MD",https://en.wikipedia.org/wiki/U.S._Route_140,Q935188,u.s._route_140,u.s._route_140,"Replaced by MD 140, MD 97 and PA 97"
130,US 141,U.S. Route 141,"['Wisconsin', 'Michigan']",1926.0,,176.0,283.0,"I-43 southeast of Green Bay, WI","US 41 east of Covington, MI",https://en.wikipedia.org/wiki/U.S._Route_141,Q839227,u.s._route_141,u.s._route_141,
131,US 143,U.S. Route 143,"['Tennessee', 'Kentucky']",1935.0,1944.0,226.0,364.0,"Jackson, TN","Glasgow, KY",https://en.wikipedia.org/wiki/U.S._Route_143,Q409476,u.s._route_143,u.s._route_143,Replaced by US 31E; proposed by AASHTO but rejected by states
132,US 150,U.S. Route 150,"['Illinois', 'Indiana', 'Kentucky']",1926.0,,571.0,919.0,"US 6 south of Moline, IL","US 25 in Mount Vernon, KY",https://en.wikipedia.org/wiki/U.S._Route_150,Q751033,u.s._route_150,u.s._route_150,
133,US 151,U.S. Route 151,"['Iowa', 'Wisconsin']",1926.0,,337.0,542.0,"I-80 northeast of Williamsburg, IA","US 10 in Manitowoc, WI",https://en.wikipedia.org/wiki/U.S._Route_151,Q839240,u.s._route_151,u.s._route_151,
134,US 152,U.S. Route 152 in Indiana,['Indiana'],1934.0,1938.0,176.0,283.0,"Indianapolis, IN","Whiting, IN",https://en.wikipedia.org/wiki/U.S._Route_152_in_Indiana,Q788616,u.s._route_152_in_indiana,u.s._route_152_in_indiana,Replaced by US 231
135,US 154,U.S. Route 154,"['Colorado', 'Kansas', 'Missouri']",1926.0,1982.0,36.0,58.0,"Dodge City, KS","Mullinville, KS",https://en.wikipedia.org/wiki/U.S._Route_154,Q410951,u.s._route_154,u.s._route_154,Redesignated K-154 (now US 400)
136,US 156,U.S. Route 156,['Kansas'],1957.0,1982.0,101.0,163.0,"Garden City, KS","Ellsworth, KS",https://en.wikipedia.org/wiki/U.S._Route_156,Q964409,u.s._route_156,u.s._route_156,Redesignated K-156
137,US 158,U.S. Route 158,['North Carolina'],1932.0,,347.0,558.0,"US 64, US 601 in Mocksville, NC","US 64 south of Nags Head, NC",https://en.wikipedia.org/wiki/U.S._Route_158,Q4816770,u.s._route_158,u.s._route_158,"Intrastate, North Carolina only"
138,US 159,U.S. Route 159,"['Kansas', 'Nebraska', 'Missouri']",1935.0,,85.0,137.0,"US 59 in Nortonville, KS","US 59 southeast of Mound City, MO",https://en.wikipedia.org/wiki/U.S._Route_159,Q2395745,u.s._route_159,u.s._route_159,
139,US 160,U.S. Route 160,"['Arizona', 'New Mexico', 'Colorado', 'Kansas', 'Missouri']",1930.0,,1464.0,2356.0,"US 89 west of Tuba City, AZ","US 67/Route 158 near Harviell, MO",https://en.wikipedia.org/wiki/U.S._Route_160,Q646437,u.s._route_160,u.s._route_160,
140,US 161,U.S. Route 161,['Iowa'],1926.0,1934.0,185.0,298.0,"US 61 in Keokuk, IA","US 61 in Key West, IA",https://en.wikipedia.org/wiki/U.S._Route_161,Q1481806,u.s._route_161,u.s._route_161,"Intrastate, Iowa only; replaced by US 151 and US 218"
141,US 163,U.S. Route 163 (Iowa),['Iowa'],1934.0,1937.0,60.0,97.0,"US 69 in Des Moines, IA","US 63 in Oskaloosa, IA",https://en.wikipedia.org/wiki/U.S._Route_163_(Iowa),Q1478185,u.s._route_163_(iowa),u.s._route_163_(iowa),"Intrastate, Iowa only; redesignated Iowa 163"
142,US 163,U.S. Route 163,"['Arizona', 'Utah']",1971.0,,64.0,103.0,"US 160 in Kayenta, AZ","US 191 in Bluff, UT",https://en.wikipedia.org/wiki/U.S._Route_163,Q410937,u.s._route_163,u.s._route_163,
143,US 164,U.S. Route 164 (pre-1930),"['Arizona', 'New Mexico', 'Texas', 'Oklahoma', 'Missouri', 'Illinois', 'Kentucky', 'West Virginia', 'Virginia']",1928.0,1930.0,252.0,406.0,"Enid, OK","Amarillo, TX",https://en.wikipedia.org/wiki/U.S._Route_164_(pre-1930),Q409952,u.s._route_164_(pre-1930),u.s._route_164_(pre-1930),Replaced by US 60
144,US 164,U.S. Route 164 (1960s),"['Arizona', 'New Mexico', 'Colorado', 'Kansas', 'Missouri']",1966.0,1970.0,274.0,441.0,"Cortez, CO","Flagstaff, AZ",https://en.wikipedia.org/wiki/U.S._Route_164_(1960s),Q646437,u.s._route_164_(1960s),u.s._route_164_(1960s),Replaced by US 160
145,US 165,U.S. Route 165,"['Louisiana', 'Arkansas']",1926.0,,412.0,663.0,"US 90 in Iowa, LA","US 70 northeast of Little Rock, AR",https://en.wikipedia.org/wiki/U.S._Route_165,Q4079827,u.s._route_165,u.s._route_165,
146,US 166,U.S. Route 166,"['Kansas', 'Missouri']",1926.0,,166.0,267.0,"US 81 in South Haven, KS","I-44/US 400 southwest of Joplin, MO",https://en.wikipedia.org/wiki/U.S._Route_166,Q2485634,u.s._route_166,u.s._route_166,
147,US 167,U.S. Route 167,"['Louisiana', 'Arkansas']",1926.0,,499.0,803.0,"Port Street in Abbeville, LA","US 62, US 412 in Ash Flat, AR",https://en.wikipedia.org/wiki/U.S._Route_167,Q4079839,u.s._route_167,u.s._route_167,
148,US 168,U.S. Route 168,"['Illinois', 'Indiana', 'Kentucky']",1926.0,1934.0,137.0,220.0,"Louisville, KY","Mount Vernon, KY",https://en.wikipedia.org/wiki/U.S._Route_168,Q751033,u.s._route_168,u.s._route_168,Replaced by US 150
149,US 169,U.S. Route 169,"['Oklahoma', 'Kansas', 'Missouri', 'Iowa', 'Minnesota']",1930.0,,975.0,1569.0,"US 64 in Tulsa, OK","US 53 in Virginia, MN",https://en.wikipedia.org/wiki/U.S._Route_169,Q1480815,u.s._route_169,u.s._route_169,
150,US 170,U.S. Route 170,"['Florida', 'Alabama', 'Georgia', 'South Carolina', 'North Carolina', 'Virginia', 'District of Columbia', 'Maryland']",1926.0,1931.0,215.0,346.0,"Charlotte, NC","Lynchburg, VA",https://en.wikipedia.org/wiki/U.S._Route_170,Q408957,u.s._route_170,u.s._route_170,Replaced by US 29
151,US 171,U.S. Route 171,['Louisiana'],1926.0,,179.0,288.0,"US 90 in Lake Charles, LA","US 79, US 80 in Shreveport, LA",https://en.wikipedia.org/wiki/U.S._Route_171,Q4816830,u.s._route_171,u.s._route_171,"Intrastate, Louisiana only"
152,US 175,U.S. Route 175,['Texas'],1931.0,,114.0,183.0,"US 69 in Jacksonville, TX","SH 310 in Dallas, TX",https://en.wikipedia.org/wiki/U.S._Route_175,Q4816843,u.s._route_175,u.s._route_175,"Intrastate, Texas only; Texas signs the western (northern) end at I-45 north of AASHTO's end"
153,US 176,U.S. Route 176,"['North Carolina', 'South Carolina']",1926.0,,229.0,369.0,"US 25 Bus. in Hendersonville, NC","US 52 in Goose Creek, SC",https://en.wikipedia.org/wiki/U.S._Route_176,Q4296876,u.s._route_176,u.s._route_176,
154,US 177,U.S. Route 177,"['Oklahoma', 'Kansas']",1927.0,,233.0,375.0,"US 70 in Madill, OK","US 81 in South Haven, KS",https://en.wikipedia.org/wiki/U.S._Route_177,Q2174907,u.s._route_177,u.s._route_177,
155,US 178,U.S. Route 178,"['North Carolina', 'South Carolina']",1932.0,,237.0,381.0,"US 78 northwest of Summerville, SC","US 64 in Rosman, NC",https://en.wikipedia.org/wiki/U.S._Route_178,Q4296887,u.s._route_178,u.s._route_178,
156,US 180,U.S. Route 180,"['Arizona', 'New Mexico', 'Texas']",1943.0,,1127.0,1814.0,"SR 64 in Valle, AZ","I-20 in Hudson Oaks, TX",https://en.wikipedia.org/wiki/U.S._Route_180,Q678208,u.s._route_180,u.s._route_180,
157,US 180,U.S. Route 180 (1926),"['Arizona', 'New Mexico', 'Texas', 'Oklahoma', 'Arkansas', 'Tennessee', 'North Carolina']",1926.0,1935.0,336.0,541.0,"Caballo, NM","Near Queen Valley, AZ",https://en.wikipedia.org/wiki/U.S._Route_180_(1926),Q410063,u.s._route_180_(1926),u.s._route_180_(1926),Replaced by US 70
158,US 181,U.S. Route 181,['Texas'],1926.0,,136.76,220.09,"I-37 in Corpus Christi, TX","I-37 near San Antonio, TX",https://en.wikipedia.org/wiki/U.S._Route_181,Q4816885,u.s._route_181,u.s._route_181,"Intrastate, Texas only; AASHTO says the northern terminus is at the northern end of I-37"
159,US 183,U.S. Route 183,"['Texas', 'Oklahoma', 'Kansas', 'Nebraska', 'South Dakota']",1930.0,,1035.0,1666.0,"US 77 in Refugio, TX","I-90 west of Presho, SD",https://en.wikipedia.org/wiki/U.S._Route_183,Q2174970,u.s._route_183,u.s._route_183,
160,US 185,U.S. Route 185,"['Texas', 'New Mexico', 'Colorado', 'Wyoming', 'Montana']",1926.0,1934.0,124.0,200.0,"Casper, WY","Cheyenne, WY",https://en.wikipedia.org/wiki/U.S._Route_185,Q410730,u.s._route_185,u.s._route_185,Replaced by US 87
